<Raw_Data>	
Run Time	DRI on channel 17
237	1.2776184082031
238	1.2928771972656
239	1.2884521484375
240	1.2681579589844
241	1.2620544433594
242	1.2882995605469
243	1.2702941894531
244	1.3063049316406
245	1.3119506835938
246	1.2948608398438
247	1.3055419921875
248	1.3369750976563
249	1.3349914550781
250	1.3368225097656
251	1.3191223144531
252	1.3540649414063
253	1.3581848144531
254	1.3377380371094
255	1.3290405273438
256	1.3322448730469
257	1.3572692871094
258	1.3935852050781
259	1.3992309570313
260	1.3716125488281
261	1.3922119140625
262	1.4059448242188
263	1.3917541503906
264	1.4190673828125
265	1.4302062988281
266	1.3874816894531
267	1.3786315917969
268	1.4237976074219
269	1.4247131347656
270	1.4350891113281
271	1.4372253417969
272	1.451416015625
273	1.4488220214844
274	1.4488220214844
275	1.4279174804688
276	1.4726257324219
277	1.4964294433594
278	1.5164184570313
279	1.5391540527344
280	1.529541015625
281	1.5225219726563
282	1.5536499023438
283	1.5682983398438
284	1.5873718261719
285	1.6001892089844
286	1.5911865234375
287	1.5840148925781
288	1.5928649902344
289	1.5805053710938
290	1.5872192382813
291	1.5467834472656
292	1.5385437011719
293	1.5777587890625
294	1.5907287597656
295	1.5522766113281
296	1.5516662597656
297	1.5524291992188
298	1.5760803222656
299	1.5805053710938
300	1.5585327148438
301	1.5625
302	1.5682983398438
303	1.5724182128906
304	1.55517578125
305	1.5460205078125
306	1.5451049804688
307	1.5585327148438
308	1.5713500976563
309	1.5452575683594
310	1.5432739257813
311	1.55029296875
312	1.5699768066406
313	1.5327453613281
314	1.5383911132813
315	1.5025329589844
316	1.4799499511719
317	1.4947509765625
318	1.4779663085938
319	1.4924621582031
320	1.5347290039063
321	1.5272521972656
322	1.5171813964844
323	1.519775390625
324	1.5257263183594
325	1.5364074707031
326	1.5263366699219
327	1.5116882324219
328	1.5299987792969
329	1.5426635742188
330	1.5338134765625
331	1.5483093261719
332	1.5748596191406
333	1.5821838378906
334	1.5531921386719
335	1.5451049804688
336	1.5824890136719
337	1.5800476074219
338	1.5742492675781
339	1.5794372558594
340	1.59423828125
341	1.6079711914063
342	1.6178894042969
343	1.6070556640625
344	1.597900390625
345	1.61376953125
346	1.6213989257813
347	1.6328430175781
348	1.6165161132813
349	1.6081237792969
350	1.6342163085938
351	1.6876220703125
352	1.6947937011719
353	1.6734313964844
354	1.6712951660156
355	1.6972351074219
356	1.6934204101563
357	1.6978454589844
358	1.7066955566406
359	1.7286682128906
360	1.7463684082031
361	1.7634582519531
362	1.7672729492188
363	1.7713928222656
364	1.7868041992188
365	1.7680358886719
366	1.7620849609375
367	1.7843627929688
368	1.802978515625
369	1.8215942382813
370	1.8171691894531
371	1.8218994140625
372	1.8342590332031
373	1.8379211425781
374	1.8632507324219
375	1.865234375
376	1.8574523925781
377	1.8582153320313
378	1.8537902832031
379	1.8638610839844
380	1.8693542480469
381	1.8746948242188
382	1.885986328125
383	1.8855285644531
384	1.9021606445313
385	1.9041442871094
386	1.9204711914063
387	1.939697265625
388	1.9715881347656
389	1.9609069824219
390	1.9319152832031
391	1.9514465332031
392	1.9619750976563
393	1.9638061523438
394	1.9619750976563
395	1.9482421875
396	1.9644165039063
397	1.978759765625
398	1.9717407226563
399	1.9819641113281
400	1.9841003417969
401	1.9607543945313
402	1.9955444335938
403	2.0245361328125
404	2.01904296875
405	1.9920349121094
406	2.0037841796875
407	2.041015625
408	2.0172119140625
409	2.0089721679688
410	1.9943237304688
411	2.02392578125
412	2.0413208007813
413	2.0320129394531
414	2.0277404785156
415	2.0170593261719
416	2.0384216308594
417	2.0228576660156
418	2.0356750488281
419	2.0320129394531
420	2.0567321777344
421	2.0570373535156
422	2.0492553710938
423	2.078857421875
424	2.0880126953125
425	2.100830078125
426	2.1099853515625
427	2.0965576171875
428	2.0896911621094
429	2.1031188964844
430	2.1366882324219
431	2.1443176269531
432	2.1275329589844
433	2.11181640625
434	2.1342468261719
435	2.1527099609375
436	2.1307373046875
437	2.1209716796875
438	2.1218872070313
439	2.1127319335938
440	2.1270751953125
441	2.1568298339844
442	2.1969604492188
443	2.205810546875
444	2.1914672851563
445	2.1554565429688
446	2.1737670898438
447	2.1827697753906
448	2.13623046875
449	2.1675109863281
450	2.1946716308594
451	2.2035217285156
452	2.2023010253906
453	2.1939086914063
454	2.1992492675781
455	2.2128295898438
456	2.1971130371094
457	2.1952819824219
458	2.1894836425781
459	2.2274780273438
460	2.2248840332031
461	2.2132873535156
462	2.2425842285156
463	2.2621154785156
464	2.2554016113281
465	2.2802734375
466	2.2914123535156
467	2.275390625
468	2.30224609375
469	2.3143005371094
470	2.3045349121094
471	2.3056030273438
472	2.3150634765625
473	2.3248291015625
474	2.3095703125
475	2.2991943359375
476	2.2956848144531
477	2.3269653320313
478	2.3448181152344
479	2.3721313476563
480	2.3434448242188
481	2.354736328125
482	2.3831176757813
483	2.3876953125
484	2.3873901367188
485	2.4224853515625
486	2.4307250976563
487	2.4147033691406
488	2.4119567871094
489	2.4549865722656
490	2.4702453613281
491	2.470703125
492	2.4752807617188
493	2.4678039550781
494	2.4600219726563
495	2.4848937988281
496	2.4880981445313
497	2.5234985351563
498	2.532958984375
499	2.5450134277344
500	2.55615234375
501	2.5607299804688
502	2.5599670410156
503	2.5865173339844
504	2.6170349121094
505	2.6020812988281
506	2.6222229003906
507	2.6617431640625
508	2.6683044433594
509	2.6834106445313
510	2.6667785644531
511	2.681884765625
512	2.7066040039063
513	2.711181640625
514	2.7410888671875
515	2.7650451660156
516	2.7789306640625
517	2.8199768066406
518	2.8337097167969
519	2.8569030761719
520	2.921142578125
521	3.0078125
522	3.0256652832031
523	3.0741882324219
524	3.1431579589844
525	3.1610107421875
526	3.2000732421875
527	3.24951171875
528	3.3004760742188
529	3.3580017089844
530	3.4214782714844
531	3.5093688964844
532	3.5606384277344
533	3.6610412597656
534	3.731689453125
535	3.8449096679688
536	3.907470703125
537	3.9921569824219
538	4.0565490722656
539	4.1639709472656
540	4.2987060546875
541	4.3885803222656
542	4.49951171875
543	4.6234130859375
544	4.7305297851563
545	4.8417663574219
546	4.9887084960938
547	5.1454162597656
548	5.2778625488281
549	5.435791015625
550	5.6047058105469
551	5.7792663574219
552	5.9346008300781
553	6.0809326171875
554	6.2260437011719
555	6.3960266113281
556	6.6261291503906
557	6.8557739257813
558	7.0732116699219
559	7.279052734375
560	7.4578857421875
561	7.6298522949219
562	7.845458984375
563	8.0531311035156
564	8.277587890625
565	8.5067749023438
566	8.7478637695313
567	9.0008544921875
568	9.2359924316406
569	9.47509765625
570	9.7146606445313
571	9.9746704101563
572	10.204467773438
573	10.413208007813
574	10.657653808594
575	10.930633544922
576	11.149597167969
577	11.384735107422
578	11.655578613281
579	11.937408447266
580	12.194519042969
581	12.443389892578
582	12.695922851563
583	12.972412109375
584	13.230743408203
585	13.471221923828
586	13.736114501953
587	14.018249511719
588	14.299926757813
589	14.635009765625
590	15.012359619141
591	15.429077148438
592	15.954742431641
593	16.570281982422
594	17.231292724609
595	18.069763183594
596	18.936157226563
597	19.8828125
598	20.896606445313
599	21.883239746094
600	22.78076171875
601	23.55224609375
602	24.190216064453
603	24.657135009766
604	24.933624267578
605	25.105133056641
606	25.193023681641
607	25.144805908203
608	25.051422119141
609	24.938507080078
610	24.795684814453
611	24.597930908203
612	24.347076416016
613	24.088287353516
614	23.776092529297
615	23.389587402344
616	22.911376953125
617	22.362823486328
618	21.704406738281
619	20.968017578125
620	20.115661621094
621	19.255218505859
622	18.356475830078
623	17.406616210938
624	16.450042724609
625	15.531311035156
626	14.631500244141
627	13.7451171875
628	12.916870117188
629	12.118377685547
630	11.380004882813
631	10.716400146484
632	10.120391845703
633	9.559326171875
634	9.0719604492188
635	8.6335754394531
636	8.2109069824219
637	7.8549194335938
638	7.5186157226563
639	7.2149658203125
640	6.9564819335938
641	6.700439453125
642	6.4302062988281
643	6.1773681640625
644	5.9550476074219
645	5.736083984375
646	5.5221557617188
647	5.3288269042969
648	5.1304626464844
649	4.9717712402344
650	4.8211669921875
651	4.6263122558594
652	4.4599914550781
653	4.3333435058594
654	4.2478942871094
655	4.1484069824219
656	4.0327453613281
657	3.9405822753906
658	3.8682556152344
659	3.834228515625
660	3.765869140625
661	3.7321472167969
662	3.695068359375
663	3.6369323730469
664	3.6204528808594
665	3.5823059082031
666	3.5661315917969
667	3.5421752929688
668	3.5406494140625
669	3.5531616210938
670	3.5575866699219
671	3.5772705078125
672	3.621826171875
673	3.6460876464844
674	3.6540222167969
675	3.7152099609375
676	3.7582397460938
677	3.7515258789063
678	3.7326049804688
679	3.7477111816406
680	3.7861633300781
681	3.7864685058594
682	3.7826538085938
683	3.7712097167969
684	3.7553405761719
685	3.7599182128906
686	3.7374877929688
687	3.7159729003906
688	3.7046813964844
689	3.6656188964844
690	3.6299133300781
691	3.6054992675781
692	3.5719299316406
693	3.5316467285156
694	3.5200500488281
695	3.4475708007813
696	3.3468627929688
697	3.2618713378906
698	3.1564331054688
699	3.0648803710938
700	2.9350280761719
701	2.8224182128906
702	2.6823425292969
703	2.518310546875
704	2.3750305175781
705	2.2042846679688
706	2.0048522949219
707	1.8263244628906
708	1.6107177734375
709	1.3520812988281
710	1.1116027832031
711	0.81436157226563
712	0.517578125
713	0.2203369140625
714	-0.10818481445313
715	-0.41778564453125
716	-0.75698852539063
717	-1.1073303222656
718	-1.5066528320313
719	-1.9094848632813
720	-2.3088073730469
721	-2.7207946777344
722	-3.1575012207031
723	-3.5882568359375
724	-4.0579223632813
725	-4.5341491699219
726	-5.0076293945313
727	-5.4873657226563
728	-6.0090637207031
729	-6.4970397949219
730	-7.0062255859375
731	-7.5057983398438
732	-8.0384826660156
733	-8.5769653320313
734	-9.1148376464844
735	-9.6868896484375
736	-10.277099609375
737	-10.865325927734
738	-11.487121582031
739	-12.102508544922
740	-12.752838134766
741	-13.423461914063
742	-14.074096679688
743	-14.750671386719
744	-15.435638427734
745	-16.078186035156
746	-16.737670898438
747	-17.374114990234
748	-17.934265136719
749	-18.488006591797
750	-18.952331542969
751	-19.336090087891
752	-19.662780761719
753	-19.958648681641
754	-20.150756835938
755	-20.241851806641
756	-20.247039794922
757	-20.153350830078
758	-19.949493408203
759	-19.666290283203
760	-19.316711425781
761	-18.884582519531
762	-18.395538330078
763	-17.867736816406
764	-17.277221679688
765	-16.609344482422
766	-15.875244140625
767	-15.155181884766
768	-14.407501220703
769	-13.639678955078
770	-12.867736816406
771	-12.097930908203
772	-11.322479248047
773	-10.525817871094
774	-9.8039245605469
775	-9.06982421875
776	-8.3622741699219
777	-7.6910400390625
778	-7.0506286621094
779	-6.4410400390625
780	-5.8583068847656
781	-5.3092956542969
782	-4.8146057128906
783	-4.3002319335938
784	-3.8697814941406
785	-3.4831237792969
786	-3.1010437011719
787	-2.6856994628906
788	-2.3660278320313
789	-2.0591735839844
790	-1.7701721191406
791	-1.4981079101563
792	-1.2373352050781
793	-1.0418701171875
794	-0.85922241210938
795	-0.657958984375
796	-0.45974731445313
797	-0.28823852539063
798	-0.11428833007813
799	0.019683837890625
800	0.13900756835938
801	0.25436401367188
802	0.38253784179688
803	0.47576904296875
804	0.55816650390625
805	0.66238403320313
806	0.78994750976563
807	0.8441162109375
808	0.9124755859375
809	1.0025024414063
810	1.0780334472656
811	1.1601257324219
812	1.231689453125
813	1.2696838378906
814	1.3294982910156
815	1.3673400878906
816	1.4070129394531
817	1.4588928222656
818	1.5177917480469
819	1.5728759765625
820	1.6633605957031
821	1.689453125
822	1.7544555664063
823	1.8362426757813
824	1.8705749511719
825	1.9065856933594
826	1.9340515136719
827	1.9538879394531
828	2.0002746582031
829	2.0390319824219
830	2.0783996582031
831	2.0982360839844
832	2.1299743652344
833	2.1434020996094
834	2.2012329101563
835	2.2406005859375
836	2.2897338867188
837	2.3063659667969
838	2.3388671875
839	2.3957824707031
840	2.452392578125
841	2.4766540527344
842	2.5357055664063
843	2.584228515625
844	2.6350402832031
845	2.684326171875
846	2.7229309082031
847	2.7476501464844
848	2.8004455566406
849	2.8561401367188
850	2.9338073730469
851	2.9904174804688
852	3.0131530761719
853	3.0581665039063
854	3.116455078125
855	3.1256103515625
856	3.1629943847656
857	3.1683349609375
858	3.2199096679688
859	3.2640075683594
860	3.3122253417969
861	3.3245849609375
862	3.3598327636719
863	3.3859252929688
864	3.4440612792969
865	3.4696960449219
866	3.4754943847656
867	3.4674072265625
868	3.4941101074219
869	3.5038757324219
870	3.4858703613281
871	3.5183715820313
872	3.5231018066406
873	3.5421752929688
874	3.5498046875
875	3.5476684570313
876	3.5697937011719
877	3.5960388183594
878	3.6216735839844
879	3.6164855957031
880	3.6248779296875
881	3.5960388183594
882	3.6111450195313
883	3.6264038085938
884	3.6402893066406
885	3.6470031738281
886	3.6691284179688
887	3.6769104003906
888	3.6763000488281
889	3.6607360839844
890	3.6679077148438
891	3.7254333496094
892	3.7245178222656
893	3.7252807617188
894	3.7297058105469
895	3.7541198730469
896	3.7724304199219
897	3.7606811523438
898	3.7677001953125
899	3.7910461425781
900	3.7852478027344
901	3.819580078125
902	3.848876953125
903	3.8639831542969
904	3.8874816894531
905	3.8937377929688
906	3.9265441894531
907	3.9622497558594
908	3.9752197265625
909	3.9640808105469
910	3.9299011230469
911	3.9442443847656
912	3.978271484375
913	3.9678955078125
914	3.9729309082031
915	3.9949035644531
916	4.0345764160156
917	4.0374755859375
918	4.0573120117188
919	4.05517578125
920	4.039306640625
921	4.0382385253906
922	4.0780639648438
923	4.0966796875
924	4.0863037109375
925	4.0969848632813
926	4.1493225097656
927	4.1220092773438
928	4.1336059570313
929	4.1543579101563
930	4.1702270507813
931	4.1639709472656
932	4.1754150390625
933	4.1801452636719
934	4.1555786132813
935	4.1470336914063
936	4.1889953613281
937	4.2008972167969
938	4.1981506347656
939	4.2036437988281
940	4.2208862304688
941	4.2393493652344
942	4.2221069335938
943	4.2584228515625
944	4.2805480957031
945	4.2643737792969
946	4.3043518066406
947	4.3182373046875
948	4.329833984375
949	4.3240356445313
950	4.3302917480469
951	4.3438720703125
952	4.3553161621094
953	4.3345642089844
954	4.3435668945313
955	4.3392944335938
956	4.3661499023438
957	4.3962097167969
958	4.4334411621094
959	4.4313049316406
960	4.415283203125
961	4.4235229492188
962	4.3885803222656
963	4.3901062011719
964	4.4223022460938
965	4.4264221191406
966	4.4126892089844
967	4.415283203125
968	4.4105529785156
969	4.4131469726563
970	4.3800354003906
971	4.3873596191406
972	4.4007873535156
973	4.4210815429688
974	4.4155883789063
975	4.3809509277344
976	4.3836975097656
977	4.3589782714844
978	4.3299865722656
979	4.3399047851563
980	4.3510437011719
981	4.3000793457031
982	4.2794799804688
983	4.28466796875
984	4.2477416992188
985	4.207763671875
986	4.1938781738281
987	4.1670227050781
988	4.1217041015625
989	4.117431640625
990	4.1073608398438
991	4.0997314453125
992	4.0971374511719
993	4.0731811523438
994	4.0309143066406
995	3.9930725097656
996	3.9617919921875
997	3.924560546875
998	3.9254760742188
999	3.8839721679688
1000	3.8630676269531
1001	3.828125
1002	3.7773132324219
1003	3.7403869628906
1004	3.7229919433594
1005	3.692626953125
1006	3.6666870117188
1007	3.6143493652344
1008	3.5957336425781
1009	3.5906982421875
1010	3.5606384277344
1011	3.5244750976563
1012	3.460693359375
1013	3.4371948242188
1014	3.4193420410156
1015	3.3747863769531
1016	3.3218383789063
1017	3.2644653320313
1018	3.2150268554688
1019	3.1724548339844
</Raw_Data>	
	
